#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:allgenes_concatenated_withoutgroup_namedbysubspecies" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:allgenes_concatenated_withoutgroup_namedbysubspecies">
#                    <taxonset id="TaxonSet.allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="kappa1Prior.s:allgenes_concatenated_withoutgroup_namedbysubspecies" name="distribution">
#            <parameter id="kappa1.s:allgenes_concatenated_withoutgroup_namedbysubspecies" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:allgenes_concatenated_withoutgroup_namedbysubspecies" name="distribution">
#            <parameter id="kappa2.s:allgenes_concatenated_withoutgroup_namedbysubspecies" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:allgenes_concatenated_withoutgroup_namedbysubspecies" name="distribution" x="@popSize.t:allgenes_concatenated_withoutgroup_namedbysubspecies">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#        <prior id="PropInvariantPrior.s:allgenes_concatenated_withoutgroup_namedbysubspecies" name="distribution">
#            <parameter id="proportionInvariant.s:allgenes_concatenated_withoutgroup_namedbysubspecies" lower="0.0" name="x" upper="1.0">0.0</parameter>
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@allgenes_concatenated_withoutgroup_namedbysubspecies" id="treeLikelihood.allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:allgenes_concatenated_withoutgroup_namedbysubspecies">
#            <siteModel id="SiteModel.s:allgenes_concatenated_withoutgroup_namedbysubspecies" proportionInvariant="@proportionInvariant.s:allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:allgenes_concatenated_withoutgroup_namedbysubspecies" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:allgenes_concatenated_withoutgroup_namedbysubspecies" name="shape">1.0</parameter>
#                <substModel id="tn93.s:allgenes_concatenated_withoutgroup_namedbysubspecies" kappa1="@kappa1.s:allgenes_concatenated_withoutgroup_namedbysubspecies" kappa2="@kappa2.s:allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:allgenes_concatenated_withoutgroup_namedbysubspecies" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:allgenes_concatenated_withoutgroup_namedbysubspecies" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	proportionInvariant	popSize	CoalescentConstant	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
2088000	-4580.945149795451	-4828.948709365085	248.0035595696341	-4828.948709365085	0.06905554428721174	12.602239290503485	9.367373113960115	0.0	0.015995684402045105	252.16611970620303	0.3143397784800466	0.2925387513911808	0.12993625471002587	0.26318521541874657
2089000	-4565.194128656882	-4820.1464019726245	254.9522733157431	-4820.1464019726245	0.06659082667197008	12.602239290503485	9.367373113960115	0.0	0.019346190824238208	259.3050100347952	0.3143397784800466	0.2925387513911808	0.12993625471002587	0.26318521541874657
2090000	-4572.157420199878	-4830.901437126835	258.744016926957	-4830.901437126835	0.059818206477603185	11.322983028769306	9.367373113960115	0.0	0.018433151515164364	262.8399563547519	0.3143397784800466	0.28481904459358276	0.12993625471002587	0.2709049222163446
2091000	-4566.772013184177	-4834.8117867903	268.03977360612333	-4834.8117867903	0.055393535782237005	11.322983028769306	10.560713672127788	0.0	0.01563748286980688	272.1906889033329	0.3143397784800466	0.28481904459358276	0.12993625471002587	0.2709049222163446
2092000	-4575.088911779352	-4832.217268814818	257.1283570354667	-4832.217268814818	0.06034042350340077	11.322983028769306	10.560713672127788	0.0	0.01694902655653958	261.3598119542244	0.3143397784800466	0.27504230072510644	0.1397129985785022	0.2709049222163446
2093000	-4561.81838044788	-4820.620092959831	258.8017125119501	-4820.620092959831	0.06299799054415559	12.12739615593184	10.560713672127788	0.0	0.016113612894386214	263.1154346864824	0.3143397784800466	0.27504230072510644	0.1397129985785022	0.2709049222163446
2094000	-4553.770503644969	-4815.147563371913	261.3770597269443	-4815.147563371913	0.06208211706613102	12.12739615593184	10.560713672127788	0.0	0.015414099415851982	265.646400102394	0.3143397784800466	0.27504230072510644	0.1397129985785022	0.2709049222163446
2095000	-4561.251103303468	-4824.855829897633	263.60472659416524	-4824.855829897633	0.05634621723277701	12.12739615593184	10.560713672127788	0.0	0.014556607863549845	267.8168293717893	0.3143397784800466	0.27504230072510644	0.1397129985785022	0.2709049222163446
2096000	-4566.082211529863	-4822.522373230267	256.4401617004029	-4822.522373230267	0.06741837940709644	12.12739615593184	10.560713672127788	0.0	0.020695557303579287	261.0041384930272	0.3143397784800466	0.27504230072510644	0.1397129985785022	0.2709049222163446
2097000	-4563.242286373849	-4819.870422434292	256.62813606044216	-4819.870422434292	0.06552715761106617	12.12739615593184	9.453239728316152	0.0	0.01632441874436427	260.75177675607125	0.3143397784800466	0.27504230072510644	0.1397129985785022	0.2709049222163446
2098000	-4563.08907938377	-4825.510143412986	262.42106402921604	-4825.510143412986	0.05955498594267866	10.266895465471718	9.453239728316152	0.0	0.017611595977434922	266.30353598241396	0.3192309942340559	0.2862566794902818	0.13482178282449292	0.25969054345116926
2099000	-4558.073337244123	-4823.86730424904	265.7939670049175	-4823.86730424904	0.06318860476927923	10.266895465471718	9.453239728316152	0.0	0.01605689140518622	269.58401953913386	0.2929406316609775	0.2862566794902818	0.13482178282449292	0.28598090602424764
2100000	-4562.066010485641	-4826.711162288444	264.645151802803	-4826.711162288444	0.06165436530541603	10.266895465471718	9.453239728316152	0.0	0.016382110824977907	268.4552561446733	0.2929406316609775	0.2958022587350108	0.13482178282449292	0.2764353267795186
2101000	-4555.649819874412	-4822.698192591722	267.0483727173096	-4822.698192591722	0.06196520351575216	10.266895465471718	7.650590284911675	0.0	0.013567877195508473	270.30397533756627	0.2929406316609775	0.2958022587350108	0.13482178282449292	0.2764353267795186
2102000	-4571.528001408084	-4826.432266199882	254.90426479179902	-4826.432266199882	0.0651782202439864	10.266895465471718	7.650590284911675	0.0	0.014305092218739445	258.21277795717583	0.28674887807932914	0.2958022587350108	0.14101353640614125	0.2764353267795186
2103000	-4562.903186249706	-4826.925582501856	264.02239625215066	-4826.925582501856	0.06275169887670586	10.266895465471718	7.650590284911675	0.0	0.01588157283584629	267.4354533404302	0.28674887807932914	0.2958022587350108	0.14101353640614125	0.2764353267795186
2104000	-4563.469077800545	-4828.276429943433	264.8073521428882	-4828.276429943433	0.06066624559249833	10.266895465471718	7.650590284911675	0.0	0.015941388039866587	268.22416848378384	0.28674887807932914	0.2958022587350108	0.14101353640614125	0.2764353267795186
2105000	-4584.149186463849	-4843.2581669389665	259.108980475117	-4843.2581669389665	0.06433498371326758	9.187976927775155	7.650590284911675	0.0	0.020011686844347593	262.5516789732381	0.28357067944884984	0.2958022587350108	0.14101353640614125	0.2796135254099979
2106000	-4569.505409829093	-4827.822392409262	258.3169825801687	-4827.822392409262	0.06542356357480303	9.187976927775155	7.650590284911675	0.0	0.016622701059532265	261.5741339280265	0.29322134166699854	0.2861515965168621	0.14101353640614125	0.2796135254099979
2107000	-4578.548818392619	-4831.481251412403	252.93243301978464	-4831.481251412403	0.06567626635870813	8.84041902993868	7.650590284911675	0.0	0.02047495259521029	256.32987484158394	0.29322134166699854	0.2861515965168621	0.14101353640614125	0.2796135254099979
2108000	-4576.031170050675	-4829.833498883222	253.80232883254635	-4829.833498883222	0.06529060706527774	8.84041902993868	7.650590284911675	0.0	0.018963177455587888	257.1230674099672	0.29322134166699854	0.2861515965168621	0.14101353640614125	0.2796135254099979
2109000	-4565.3030215159815	-4830.933875594806	265.63085407882363	-4830.933875594806	0.06835753063239655	8.84041902993868	7.650590284911675	0.0	0.012463176225787161	268.53187198080013	0.29322134166699854	0.2861515965168621	0.14101353640614125	0.2796135254099979
2110000	-4560.699364683797	-4834.284309098218	273.5849444144209	-4834.284309098218	0.0587394922332714	8.84041902993868	7.657910612375841	0.0	0.01345465526911811	276.56409912086207	0.29322134166699854	0.2861515965168621	0.14101353640614125	0.2796135254099979
2111000	-4578.242242955713	-4843.190602057961	264.94835910224805	-4843.190602057961	0.06333459965303974	10.065267128161109	7.657910612375841	0.0	0.01600626983595392	268.33424991302513	0.29322134166699854	0.2861515965168621	0.14101353640614125	0.2796135254099979
2112000	-4583.484995343823	-4838.919504164605	255.4345088207818	-4838.919504164605	0.0661070128754241	10.065267128161109	7.657910612375841	0.0	0.019504041982213	259.01804084656	0.29322134166699854	0.2861515965168621	0.14101353640614125	0.2796135254099979
2113000	-4580.039623869201	-4840.622553651497	260.5829297822954	-4840.622553651497	0.06519384751398294	10.065267128161109	7.657910612375841	0.0	0.019239217821703854	264.15279087349813	0.29322134166699854	0.2861515965168621	0.14101353640614125	0.2796135254099979
2114000	-4592.1775863964995	-4839.446753088505	247.2691666920057	-4839.446753088505	0.06713153391747699	10.065267128161109	6.734081074858898	0.0	0.018105489898736678	250.56980553243613	0.29322134166699854	0.2861515965168621	0.14101353640614125	0.2796135254099979
2115000	-4584.6666864803965	-4839.893102462818	255.2264159824221	-4839.893102462818	0.06059190376448203	10.065267128161109	6.734081074858898	0.0	0.01683705440498197	258.45442169819296	0.29322134166699854	0.2861515965168621	0.14101353640614125	0.2796135254099979
2116000	-4579.937078429911	-4839.082081572214	259.14500314230276	-4839.082081572214	0.061332645639340794	7.447396525696428	6.734081074858898	0.0	0.019643887978534034	262.0026301961105	0.29322134166699854	0.2861515965168621	0.14101353640614125	0.2796135254099979
2117000	-4581.539278352575	-4836.212855443009	254.67357709043395	-4836.212855443009	0.059843716689339	7.447396525696428	6.734081074858898	0.0	0.018124799644003944	257.45071904521586	0.29322134166699854	0.2861515965168621	0.14101353640614125	0.2796135254099979
2118000	-4588.193508145821	-4836.740068080022	248.54655993420013	-4836.740068080022	0.05758756900291655	7.447396525696428	7.867336698268442	0.0	0.02050769933026009	251.70080574038334	0.29322134166699854	0.2861515965168621	0.14101353640614125	0.2796135254099979
2119000	-4579.75463383407	-4836.212934152861	256.4583003187909	-4836.212934152861	0.0548016946379769	7.839727054909979	7.867336698268442	0.0	0.020859087772576754	259.7148340873981	0.29322134166699854	0.2861515965168621	0.14101353640614125	0.2796135254099979
2120000	-4581.47488845752	-4843.286233993235	261.8113455357151	-4843.286233993235	0.06143043751432353	8.363268861018552	7.867336698268442	0.0	0.018211103246916452	265.04192616203926	0.29322134166699854	0.2881735782041023	0.13899155471890107	0.2796135254099979
2121000	-4572.941085925818	-4827.430253641386	254.489167715568	-4827.430253641386	0.06730432898661007	10.235106067117444	7.6083077249906745	0.0	0.017918439926392724	258.0079576220515	0.29322134166699854	0.2881735782041023	0.13899155471890107	0.2796135254099979
2122000	-4562.218981815485	-4823.274240011918	261.0552581964334	-4823.274240011918	0.05973239075207968	10.235106067117444	7.6083077249906745	0.0	0.017137832151826494	264.52950618311934	0.29322134166699854	0.2901753578878973	0.13899155471890107	0.2776117457262029
2123000	-4579.591383921663	-4830.721914843278	251.13053092161533	-4830.721914843278	0.06439800968466247	10.235106067117444	9.215603132614051	0.0	0.019771403284139153	255.07738611182972	0.29322134166699854	0.2901753578878973	0.13899155471890107	0.2776117457262029
2124000	-4571.432379625645	-4829.029895200449	257.597515574804	-4829.029895200449	0.06459405174510832	10.235106067117444	9.215603132614051	0.0	0.017222075684502427	261.40632618077734	0.29322134166699854	0.2901753578878973	0.13899155471890107	0.2776117457262029
2125000	-4549.816568601184	-4820.82335367207	271.0067850708859	-4820.82335367207	0.06510813159838927	10.235106067117444	9.215603132614051	0.0	0.014799531440724045	274.6639991668126	0.29322134166699854	0.2901753578878973	0.13899155471890107	0.2776117457262029
2126000	-4540.623248420484	-4816.464037686169	275.8407892656849	-4816.464037686169	0.06487170923858299	10.235106067117444	9.215603132614051	0.0	0.014824662367563484	279.4997000108457	0.29322134166699854	0.2901753578878973	0.13899155471890107	0.2776117457262029
2127000	-4554.324951952945	-4815.297464337441	260.97251238449564	-4815.297464337441	0.072619862726393	10.235106067117444	8.895792266726447	0.0	0.018235081902820638	264.7759599282019	0.29322134166699854	0.2901753578878973	0.13899155471890107	0.2776117457262029
2128000	-4550.356401493218	-4816.304426254595	265.94802476137625	-4816.304426254595	0.06368182326618754	10.235106067117444	8.895792266726447	0.0	0.015581748613785359	269.594225257977	0.29322134166699854	0.2901753578878973	0.13899155471890107	0.2776117457262029
2129000	-4559.9863081161975	-4825.67970752487	265.69339940867235	-4825.67970752487	0.05803505651460998	10.235106067117444	8.895792266726447	0.0	0.012908415979418785	269.1513791367622	0.29730911402007626	0.2901753578878973	0.14378165362157566	0.2687338744704506
2130000	-4560.5604594992	-4823.068410640905	262.5079511417049	-4823.068410640905	0.055837995261767547	10.53775641026913	11.075859177094046	0.0	0.017124318194931844	266.7035688038581	0.29730911402007626	0.2901753578878973	0.14378165362157566	0.2687338744704506
2131000	-4566.194351553521	-4815.355843758242	249.16149220472116	-4815.355843758242	0.06195698169694227	10.53775641026913	11.075859177094046	0.0	0.020760440954601125	253.54965959561312	0.29730911402007626	0.29388282195159876	0.14007418955787418	0.2687338744704506
2132000	-4566.109280054553	-4821.190212701598	255.08093264704573	-4821.190212701598	0.05974451399133091	10.53775641026913	11.075859177094046	0.0	0.02079904554671608	259.4709578377552	0.29730911402007626	0.29388282195159876	0.14007418955787418	0.2687338744704506
2133000	-4567.802707167317	-4823.526684657516	255.72397749019933	-4823.526684657516	0.05988606604436046	10.53775641026913	10.436964078501022	0.0	0.015130760151776045	259.68412443970084	0.3085119947566885	0.29388282195159876	0.12887130882126197	0.2687338744704506
2134000	-4562.206238824995	-4821.9314099977555	259.72517117276016	-4821.9314099977555	0.05777811331079953	11.851575933147037	10.436964078501022	0.0	0.01832785854780424	264.10081452864637	0.3085119947566885	0.29388282195159876	0.12887130882126197	0.2687338744704506
2135000	-4554.99044910825	-4815.662233437299	260.67178432904905	-4815.662233437299	0.06140971326462857	11.851575933147037	10.436964078501022	0.0	0.012762702146447499	264.68553248009346	0.3085119947566885	0.29388282195159876	0.12887130882126197	0.2687338744704506
2136000	-4564.452382182303	-4817.879811654396	253.42742947209283	-4817.879811654396	0.06310124712677419	11.851575933147037	10.21670273303494	0.0	0.022640567954607168	257.9748441340678	0.3085119947566885	0.29388282195159876	0.12887130882126197	0.2687338744704506
2137000	-4557.2813438006615	-4820.715438002089	263.4340942014277	-4820.715438002089	0.06312894174677086	11.851575933147037	10.21670273303494	0.0	0.016346796988241322	267.65579749934	0.3085119947566885	0.29388282195159876	0.12887130882126197	0.2687338744704506
2138000	-4547.187893933182	-4813.383466658838	266.1955727256568	-4813.383466658838	0.06763850959430535	11.851575933147037	10.21670273303494	0.0	0.016786537880482472	270.44382129682265	0.3085119947566885	0.29388282195159876	0.12887130882126197	0.2687338744704506
2139000	-4567.194124244197	-4826.574066140211	259.37994189601335	-4826.574066140211	0.06278581935508656	11.851575933147037	10.21670273303494	0.0	0.014769006167941206	263.50014402570537	0.3085119947566885	0.29388282195159876	0.12887130882126197	0.2687338744704506
2140000	-4582.718354107179	-4832.729418301064	250.0110641938844	-4832.729418301064	0.06422287171381923	11.365830577143944	10.21670273303494	0.0	0.01681760527649566	254.18043516865998	0.3085119947566885	0.29388282195159876	0.12887130882126197	0.2687338744704506
2141000	-4569.628996787056	-4825.78899520991	256.15999842285424	-4825.78899520991	0.06076247150495134	11.365830577143944	10.21670273303494	0.0	0.016516059331088524	260.3112763271519	0.3085119947566885	0.29388282195159876	0.12887130882126197	0.2687338744704506
2142000	-4582.973629178629	-4832.777088145356	249.8034589667264	-4832.777088145356	0.06361549249989545	11.365830577143944	10.21670273303494	0.0	0.020782028508048833	254.18449226986252	0.3085119947566885	0.29388282195159876	0.12887130882126197	0.2687338744704506
2143000	-4568.765614307186	-4831.407507321841	262.6418930146549	-4831.407507321841	0.059250217344097654	11.365830577143944	10.21670273303494	0.0	0.015149905975785624	266.7068320443125	0.3085119947566885	0.29388282195159876	0.12887130882126197	0.2687338744704506
2144000	-4590.604233701923	-4845.154460992859	254.55022729093636	-4845.154460992859	0.05942728792448947	12.529379244910306	10.21670273303494	0.0	0.017791964601932032	258.9656612398545	0.3085119947566885	0.29388282195159876	0.12887130882126197	0.2687338744704506
2145000	-4573.275805986669	-4829.656453236632	256.3806472499625	-4829.656453236632	0.06275744171876645	11.446514349246826	10.21670273303494	0.0	0.016968257839838515	260.5725027422291	0.3108599297148644	0.29153488699342284	0.12887130882126197	0.2687338744704506
2146000	-4568.315456565968	-4825.44295335708	257.12749679111266	-4825.44295335708	0.06189556476712852	11.446514349246826	11.004907729536436	0.0	0.015393909717411787	261.3610393927342	0.3108599297148644	0.29153488699342284	0.12887130882126197	0.2687338744704506
2147000	-4573.218835614708	-4826.999080002905	253.78024438819727	-4826.999080002905	0.06487306966074351	11.446514349246826	11.004907729536436	0.0	0.017996247913473193	258.1699783184307	0.3108599297148644	0.29153488699342284	0.12887130882126197	0.2687338744704506
2148000	-4574.106662494427	-4824.104144640024	249.9974821455976	-4824.104144640024	0.05835426484601047	11.446514349246826	11.004907729536436	0.0	0.021468319202156656	254.56363111186113	0.3108599297148644	0.29153488699342284	0.12887130882126197	0.2687338744704506
2149000	-4562.00894143032	-4823.322818115514	261.31387668519363	-4823.322818115514	0.06313938230382873	11.446514349246826	10.252890344367849	0.0	0.01650061887173411	265.48432150400913	0.3108599297148644	0.29153488699342284	0.12887130882126197	0.2687338744704506
2150000	-4557.372579763368	-4823.155074702635	265.78249493926666	-4823.155074702635	0.059489757629511864	11.446514349246826	10.252890344367849	0.0	0.017012641857771644	269.9834985768876	0.3108599297148644	0.29153488699342284	0.12887130882126197	0.2687338744704506
2151000	-4562.163405386057	-4821.090953045787	258.92754765972967	-4821.090953045787	0.058463849207847515	11.949459943565191	10.252890344367849	0.0	0.0174264539824425	263.2357423703261	0.3108599297148644	0.29153488699342284	0.12887130882126197	0.2687338744704506
2152000	-4559.520321066798	-4823.7780979037625	264.2577768369649	-4823.7780979037625	0.06488727407181391	11.949459943565191	8.938159713516376	0.0	0.01523890962904939	268.184034690618	0.3108599297148644	0.29153488699342284	0.12887130882126197	0.2687338744704506
2153000	-4557.06644053466	-4817.348760112386	260.2823195777266	-4817.348760112386	0.06302356053142487	11.949459943565191	8.938159713516376	0.0	0.016244338676285747	264.2724698892535	0.3108599297148644	0.29153488699342284	0.12887130882126197	0.2687338744704506
2154000	-4555.777378500285	-4817.931334651795	262.15395615151016	-4817.931334651795	0.06420221254156977	11.25346443447467	8.938159713516376	0.0	0.015367981943789306	265.9729227147553	0.3108599297148644	0.29153488699342284	0.12887130882126197	0.2687338744704506
2155000	-4555.911216624567	-4823.51049207307	267.59927544850296	-4823.51049207307	0.06298116090842179	11.25346443447467	8.938159713516376	0.0	0.015045085781366693	271.39700717292374	0.30369799282035764	0.29153488699342284	0.13603324571576872	0.2687338744704506
2156000	-4554.549737917448	-4816.506420940703	261.9566830232551	-4816.506420940703	0.062085615681270606	8.238081361245312	8.938159713516376	0.0	0.016511049783880318	265.2830189931684	0.30369799282035764	0.29153488699342284	0.13603324571576872	0.2687338744704506
2157000	-4563.462464326891	-4821.224379185101	257.76191485821016	-4821.224379185101	0.06771505623037317	8.238081361245312	8.938159713516376	0.0	0.015277878567512128	261.01062692437847	0.30369799282035764	0.2856667282745511	0.14190140443464044	0.2687338744704506
2158000	-4546.294612470347	-4821.788610971192	275.4939985008446	-4821.788610971192	0.06080383817873826	8.238081361245312	8.938159713516376	0.0	0.012882774182698651	278.5721957144573	0.30369799282035764	0.2856667282745511	0.14190140443464044	0.2687338744704506
2159000	-4560.189760936812	-4824.800819348554	264.61105841174265	-4824.800819348554	0.06304195168570935	8.238081361245312	8.938159713516376	0.0	0.013545512181697927	267.73941982917876	0.30369799282035764	0.28079169710725554	0.14190140443464044	0.27360890563774615
2160000	-4565.775148735842	-4827.7027686106385	261.9276198747964	-4827.7027686106385	0.06188751262398567	8.238081361245312	8.938159713516376	0.0	0.017473209899158324	265.3105948491262	0.3117948786687055	0.28079169710725554	0.14190140443464044	0.2655120197893983
2161000	-4557.351863063494	-4819.7643368238205	262.4124737603261	-4819.7643368238205	0.06281343987237645	7.8908450231855465	8.938159713516376	0.0	0.013970520210988312	265.4986996383918	0.3117948786687055	0.28079169710725554	0.14190140443464044	0.2655120197893983
2162000	-4551.646708600688	-4821.4849306740725	269.8382220733843	-4821.4849306740725	0.06412505105880936	7.8908450231855465	8.938159713516376	0.0	0.014634295351735938	272.9708663119802	0.3117948786687055	0.28079169710725554	0.14190140443464044	0.2655120197893983
2163000	-4556.500076532575	-4821.369204405902	264.8691278733269	-4821.369204405902	0.058194391881742795	7.8908450231855465	6.824071608237073	0.0	0.018218978309756793	267.7687083296525	0.2957889670901329	0.28079169710725554	0.14190140443464044	0.2815179313679709
2164000	-4566.011165517222	-4825.329948349567	259.3187828323439	-4825.329948349567	0.05975931092345265	7.8908450231855465	6.824071608237073	0.0	0.016929654148809647	262.1449662412476	0.2957889670901329	0.28079169710725554	0.14190140443464044	0.2815179313679709
2165000	-4575.078598376171	-4829.331943415463	254.25334503929253	-4829.331943415463	0.0644911090577165	7.8908450231855465	6.824071608237073	0.0	0.01615716122172559	257.0328250512533	0.2957889670901329	0.28079169710725554	0.14190140443464044	0.2815179313679709
2166000	-4568.94401336076	-4821.621421951077	252.67740859031616	-4821.621421951077	0.06456392388219662	10.895545863007072	8.349610679439401	0.0	0.020391067033049562	256.5992892427881	0.2957889670901329	0.28079169710725554	0.14190140443464044	0.2815179313679709
2167000	-4558.247464376302	-4821.870220047494	263.6227556711917	-4821.870220047494	0.06362753649255426	10.895545863007072	8.349610679439401	0.0	0.017807274980088245	267.409146489799	0.2957889670901329	0.28079169710725554	0.14190140443464044	0.2815179313679709
2168000	-4575.6972365806305	-4831.604670546585	255.90743396595482	-4831.604670546585	0.06118407230284426	10.895545863007072	8.349610679439401	0.0	0.01694511018600939	259.644197011621	0.2957889670901329	0.28079169710725554	0.14190140443464044	0.2815179313679709
2169000	-4580.349563965173	-4835.547359071893	255.19779510671992	-4835.547359071893	0.06350971451212015	10.895545863007072	8.349610679439401	0.0	0.015206795357360038	258.8263212357141	0.31416110371641903	0.2624195604809694	0.14190140443464044	0.2815179313679709
2170000	-4564.834175857348	-4832.115132072982	267.28095621563403	-4832.115132072982	0.054965964527338956	10.276728650415043	8.802142045827955	0.0	0.013999717223177749	270.80902319732184	0.31416110371641903	0.2624195604809694	0.14190140443464044	0.2815179313679709
2171000	-4561.426455700926	-4826.572463419632	265.14600771870613	-4826.572463419632	0.06411618054718665	10.276728650415043	8.802142045827955	0.0	0.016633171321740442	268.8464365431931	0.3038454174236088	0.2727352467737796	0.14190140443464044	0.2815179313679709
2172000	-4560.195153970352	-4820.479061319074	260.283907348722	-4820.479061319074	0.06886244777486157	10.276728650415043	8.802142045827955	0.0	0.01543944667587142	263.90986290624244	0.3038454174236088	0.2727352467737796	0.14190140443464044	0.2815179313679709
2173000	-4557.557064382144	-4817.997220705739	260.4401563235952	-4817.997220705739	0.06809268340102691	10.276728650415043	8.802142045827955	0.0	0.018807561749501153	264.2634451839012	0.3038454174236088	0.2727352467737796	0.14190140443464044	0.2815179313679709
2174000	-4542.264320884931	-4808.894624962594	266.63030407766314	-4808.894624962594	0.06367860304175646	9.657834013371453	8.257072819446064	0.0	0.013404466620891285	269.8904896527634	0.3038454174236088	0.2727352467737796	0.14190140443464044	0.2815179313679709
2175000	-4562.284364485955	-4823.046918007086	260.76255352113105	-4823.046918007086	0.05723358042448094	9.657834013371453	8.5677408668268	0.0	0.015244776425138596	264.2150216603466	0.3038454174236088	0.2727352467737796	0.14190140443464044	0.2815179313679709
2176000	-4555.728447195944	-4817.779822345412	262.05137514946836	-4817.779822345412	0.05958056366134196	9.657834013371453	8.5677408668268	0.0	0.016136473770529503	265.56068853511596	0.3038454174236088	0.2727352467737796	0.14190140443464044	0.2815179313679709
2177000	-4567.1516292100005	-4827.757521500366	260.6058922903659	-4827.757521500366	0.05997279192434292	9.657834013371453	9.844959424266179	0.0	0.015812930162321156	264.3421794993075	0.3038454174236088	0.2727352467737796	0.14190140443464044	0.2815179313679709
2178000	-4569.466418433414	-4826.4727145013785	257.0062960679645	-4826.4727145013785	0.05287309563276238	11.883699559187473	9.844959424266179	0.0	0.01563767058943176	261.120878100963	0.3024639507985587	0.2727352467737796	0.14190140443464044	0.282899397993021
2179000	-4567.341763950346	-4825.87821916889	258.5364552185442	-4825.87821916889	0.060008903294702216	11.883699559187473	9.844959424266179	0.0	0.02029212009692271	262.9115871049366	0.3024639507985587	0.2727352467737796	0.14190140443464044	0.282899397993021
2180000	-4560.445513878947	-4826.720552759089	266.2750388801414	-4826.720552759089	0.05643991666915369	9.843812270115842	9.844959424266179	0.0	0.014303147869055888	269.9456436836298	0.3024639507985587	0.2727352467737796	0.14190140443464044	0.282899397993021
2181000	-4568.342453684921	-4821.099933959361	252.75748027444016	-4821.099933959361	0.0598247425755143	9.843812270115842	8.01079835534308	0.0	0.020492897736598657	256.42530438995516	0.3024639507985587	0.2727352467737796	0.14190140443464044	0.282899397993021
2182000	-4564.314744214926	-4828.355178862173	264.0404346472466	-4828.355178862173	0.059131074578539895	9.843812270115842	8.01079835534308	0.0	0.014099821492931076	267.334342525747	0.3024639507985587	0.2727352467737796	0.14190140443464044	0.282899397993021
2183000	-4554.175471547145	-4817.592676484971	263.4172049378254	-4817.592676484971	0.061378852404266035	9.843812270115842	8.01079835534308	0.0	0.014468343060251352	266.73691370456316	0.3024639507985587	0.2727352467737796	0.14190140443464044	0.282899397993021
2184000	-4563.033735764363	-4818.376882257369	255.34314649300626	-4818.376882257369	0.06265386828237134	9.843812270115842	8.01079835534308	0.0	0.022184507527680943	259.0902864204262	0.3024639507985587	0.2727352467737796	0.14190140443464044	0.282899397993021
